,7CKZ_lig-to-AF_7CKW,7JOZ_lig-to-AF_7CKW,7CKW_lig-to-AF_7CKW,7CRH_lig-to-AF_7CKW,7CKX_lig-to-AF_7CKW,7CKY_lig-to-AF_7CKW,7JV5_lig-to-AF_7CKW,7JVQ_lig-to-AF_7CKW,7LJD_lig-to-AF_7CKW,7JVP_lig-to-AF_7CKW,7LJC_lig-to-AF_7CKW
73,10.036759854401819,,6.072515444081607,12.553072816798355,,,1.540925490652567,5.373524488956997,9.912164827299287,1.378499100845224,1.415500483002287
74,4.957388991360453,,1.8232809770282903,4.0627010803645955,,,5.269635508484358,5.398013443010218,4.876637136696631,2.902529354030023,5.211847409572614
75,4.0444898672952565,,5.900038422683876,4.572161442236005,,,1.8661899719682074,5.233798049762164,4.213515513789121,3.6575352954272793,1.861342223950813
76,3.876470853060495,,2.1528495441674207,4.180514250998407,,,5.099576630463196,5.396715562055434,4.0439935654329355,4.662440688890935,5.061909284460086
77,13.912307138603103,,2.1110363292284746,4.256243497616041,,,2.2967081532139626,6.068573066419345,13.760230146185384,2.759098267400269,2.3893612937167448
78,13.687748401292001,,5.930333102775264,4.588520445386714,,,2.27303644873583,2.0693000604402445,13.496085115117545,3.098037311538668,2.3653423317080255
79,13.569316823452368,,3.6336259476902395,4.582320677175123,,,3.580733907832459,6.015591115324945,13.387546340343862,3.541037708755373,3.5797355055941447
80,3.801356996551447,,2.142579521628956,3.9372789365887875,,,5.12302873425001,1.7561287547757565,4.087070839293441,12.462352732648483,5.087679104509119
81,4.06489334719971,,2.11094106735572,4.355182357201833,,,5.391071322752369,5.278803129608525,4.317466152627979,5.809169713938269,5.349100850724112
82,3.8858813461436994,,2.2069209503635765,4.61202783354272,,,6.134988006887936,6.048096117134951,4.042702397732541,5.63893534413169,6.099227061063652
83,5.731316985459373,,2.2054855100500452,4.919489564521123,,,4.925307128324456,3.424912341065301,5.639801462329822,3.123585414801032,4.900966558984743
84,,,2.184396552873071,4.103480599102565,,,4.076309844315426,13.915109682576439,,3.0324066329480788,4.093284696410269
85,,,1.9562456734716582,4.324577135046674,,,6.314909435224714,5.547245574450423,,2.8080922249811304,6.2752728711693475
86,,,1.9429698684422334,4.2472667742825845,,,3.659164212527766,13.380448227597334,,3.1671892136315734,3.6447519897957936
87,,,3.8457946519036157,3.9204303497697244,,,4.106690809071241,3.4838589798840713,,3.445280978092754,4.13626346577052
88,,,3.847848881147284,4.590866962059242,,,6.325567489646603,5.573102329016291,,12.50096711912426,6.276855883514188
89,,,3.897269803950712,4.564999261284267,,,3.628823117745671,0.6175081928363753,,3.1091493374678576,3.6153916129968633
90,,,5.413060915005031,3.9561436782163333,,,4.527966349839659,6.015063551198814,,12.741071653298226,4.522586809394921
91,,,5.380901509620102,4.361964415285423,,,3.5173433590701997,3.5018557172085596,,12.856798138357433,3.504533308301191
92,,,6.8048269583780705,3.9603294989286515,,,6.344825065269034,3.4587587082791624,,12.86225401357089,6.311576700366776
93,,,5.370461854592994,4.62901415501699,,,6.132299650361437,5.3529634025944315,,4.809990529484204,6.1169037515708515
94,,,3.6844001073630537,4.616551344048474,,,6.205040379564351,3.428961304124909,,,6.1837836664887265
95,,,5.576198195874676,4.320340985906483,,,4.405163506288808,1.5455112940148323,,,4.408760978124348
96,,,3.8415561176585777,5.247497363969436,,,4.183170951014678,5.050093967448701,,,4.186708537992322
97,,,3.7555892659677785,4.582570471095376,,,4.444635421793167,3.4778767163438946,,,4.474098668998861
98,,,3.7891931082303585,4.636162749134603,,,4.436274560369797,6.2876025345670135,,,4.453167656969934
99,,,3.791179764533811,4.572297580368779,,,17.345513135965977,3.472204664981775,,,17.53872770419638
100,,,3.65717448518361,4.607067691224408,,,,1.4777427487283623,,,
101,,,2.5989209817979764,4.635630735858301,,,,0.472795133792374,,,
102,,,3.654122902661423,4.645534207483835,,,,3.4798465712668567,,,
103,,,6.834238136932231,,,,,0.49541395034304075,,,
104,,,3.927070964781004,,,,,0.6152929197903229,,,
105,,,,,,,,1.9986938178899993,,,
106,,,,,,,,3.453144134893467,,,
107,,,,,,,,5.064159668691289,,,
108,,,,,,,,6.31449844332637,,,
109,,,,,,,,0.9645502515033113,,,
110,,,,,,,,0.4513041754841745,,,
111,,,,,,,,0.5954604398821154,,,
112,,,,,,,,0.4570569198392552,,,
113,,,,,,,,5.060564404694859,,,
114,,,,,,,,0.5918789900554019,,,
115,,,,,,,,5.55609411379439,,,
116,,,,,,,,14.235400650159518,,,
117,,,,,,,,5.378752213389325,,,
118,,,,,,,,5.060854389678082,,,
119,,,,,,,,1.4619977760215297,,,
120,,,,,,,,6.02174897363225,,,
121,,,,,,,,13.15956221163599,,,
122,,,,,,,,6.065841457813533,,,
123,,,,,,,,5.252644663728139,,,
124,,,,,,,,12.266284774469867,,,
125,,,,,,,,3.862906865801152,,,
126,,,,,,,,13.149815855847928,,,
127,,,,,,,,1.5577525139624724,,,
128,,,,,,,,5.433212797518382,,,
129,,,,,,,,5.8728954277775465,,,
130,,,,,,,,6.3075166122381265,,,
131,,,,,,,,14.31688891540539,,,
132,,,,,,,,6.306735682053261,,,
133,,,,,,,,14.422881855445079,,,
134,,,,,,,,6.407251967561708,,,
135,,,,,,,,12.302503302530317,,,
